Node1,Node2,Path type,Path,Delay
2,9,main,"[2, 9]",2021.3829657311187
2,9,reserve,"[2, 16, 9]",5075.679650729679
2,10,main,"[2, 9, 13, 10]",9719.601293702543
2,10,reserve,"[2, 3, 8, 5, 14, 10]",14901.085185450554
2,11,main,"[2, 9, 13, 11]",8032.094381823231
2,11,reserve,"[2, 3, 8, 5, 14, 11]",17344.843093444746
2,12,main,"[2, 9, 13, 12]",8243.823059626822
2,12,reserve,"[2, 3, 8, 5, 14, 11, 12]",18818.011098127343
2,13,main,"[2, 9, 13]",6280.195870408952
2,13,reserve,"[2, 16, 13]",6734.769479721578
2,14,main,"[2, 9, 5, 14]",8774.95512199541
2,14,reserve,"[2, 16, 13, 10, 14]",14318.393049035263
2,15,main,"[2, 15]",7126.104417354998
2,15,reserve,"[2, 16, 15]",7512.727711576822
2,16,main,"[2, 16]",3205.304249025132
2,16,reserve,"[2, 9, 16]",3891.758367435666
2,17,main,"[2, 17]",14409.8030792237
2,17,reserve,"[2, 21, 17]",14423.436778344421
2,18,main,"[2, 21, 18]",13901.388516773479
2,18,reserve,"[2, 17, 18]",14993.061188786385
2,19,main,"[2, 20, 19]",14595.043219793071
2,19,reserve,"[2, 17, 19]",18572.587278443643
2,20,main,"[2, 20]",13469.259155570238
2,20,reserve,"[2, 17, 20]",19690.022238313348
2,21,main,"[2, 21]",9764.999897799336
2,21,reserve,"[2, 15, 21]",10008.957514968397
2,22,main,"[2, 21, 22]",14270.609720378703
2,22,reserve,"[2, 9, 22]",14350.24684965052
2,23,main,"[2, 21, 22, 23]",15138.302391803314
2,23,reserve,"[2, 9, 13, 12, 24, 23]",17146.107390223922
2,24,main,"[2, 9, 13, 12, 24]",14825.238680272374
2,24,reserve,"[2, 21, 22, 24]",17044.29387056092
3,4,main,"[3, 6, 7, 4]",5558.069153562479
3,4,reserve,"[3, 8, 5, 4]",7999.144069025186
3,5,main,"[3, 8, 5]",5240.076910056328
3,5,reserve,"[3, 9, 5]",7450.334278652586
3,6,main,"[3, 6]",2784.464034737837
3,6,reserve,"[3, 2, 6]",7560.828402413553
3,7,main,"[3, 6, 7]",3746.690168160637
3,7,reserve,"[3, 8, 5, 7]",9451.487564439067
3,8,main,"[3, 8]",3567.5996829070446
3,8,reserve,"[3, 9, 8]",5784.5182783264
3,9,main,"[3, 9]",3817.892511306982
3,9,reserve,"[3, 2, 9]",4417.042706186563
3,10,main,"[3, 9, 13, 10]",11516.110839278406
3,10,reserve,"[3, 8, 5, 14, 10]",12505.42544499511
3,11,main,"[3, 9, 13, 11]",9828.603927399094
3,11,reserve,"[3, 8, 5, 14, 11]",14949.183352989301
3,12,main,"[3, 9, 13, 12]",10040.332605202688
3,12,reserve,"[3, 8, 5, 14, 11, 12]",16422.351357671898
3,13,main,"[3, 9, 13]",8076.705415984816
3,13,reserve,"[3, 8, 13]",8359.362857141863
3,14,main,"[3, 8, 5, 14]",8361.207298975016
3,14,reserve,"[3, 9, 13, 10, 14]",15660.328985298502
3,15,main,"[3, 2, 15]",9521.764157810441
3,15,reserve,"[3, 9, 16, 15]",9995.69137556322
3,16,main,"[3, 2, 16]",5600.963989480577
3,16,reserve,"[3, 9, 16]",5688.26791301153
3,17,main,"[3, 2, 17]",16805.462819679145
3,17,reserve,"[3, 9, 16, 17]",17355.211183801777
3,18,main,"[3, 2, 21, 18]",16297.048257228926
3,18,reserve,"[3, 9, 16, 17, 18]",17938.46929336446
3,19,main,"[3, 2, 20, 19]",16990.702960248516
3,19,reserve,"[3, 9, 16, 17, 19]",21517.99538302172
3,20,main,"[3, 2, 20]",15864.918896025683
3,20,reserve,"[3, 9, 16, 17, 20]",22635.430342891425
3,21,main,"[3, 2, 21]",12160.659638254781
3,21,reserve,"[3, 9, 16, 15, 21]",12878.54447317662
3,22,main,"[3, 9, 22]",16146.756395226386
3,22,reserve,"[3, 2, 21, 22]",16666.269460834148
3,23,main,"[3, 9, 22, 23]",17014.449066651
3,23,reserve,"[3, 8, 13, 12, 24, 23]",19225.274376956833
3,24,main,"[3, 9, 13, 12, 24]",16621.74822584824
3,24,reserve,"[3, 2, 21, 22, 24]",19439.953611016364
4,5,main,"[4, 5]",2759.067158968856
4,5,reserve,"[4, 7, 5]",6022.789639784581
4,6,main,"[4, 7, 6]",2773.6051188246415
4,6,reserve,"[4, 5, 8, 3, 6]",10783.608103763023
4,7,main,"[4, 7]",1811.3789854018423
4,7,reserve,"[4, 5, 7]",6970.477813351593
4,8,main,"[4, 5, 8]",4431.54438611814
4,8,reserve,"[4, 7, 6, 3, 8]",9125.668836469524
4,9,main,"[4, 5, 9]",6391.50892631446
4,9,reserve,"[4, 7, 6, 3, 9]",9375.961664869461
4,10,main,"[4, 5, 14, 10]",10024.415693907637
4,10,reserve,"[4, 7, 6, 3, 9, 13, 10]",17074.179992840887
4,11,main,"[4, 5, 13, 11]",10108.394488982995
4,11,reserve,"[4, 7, 6, 3, 9, 22, 24, 12, 11]",32533.09332429923
4,12,main,"[4, 5, 13, 12]",10320.123166786587
4,12,reserve,"[4, 7, 6, 3, 9, 22, 24, 12]",31059.925319616636
4,13,main,"[4, 5, 13]",8356.495977568715
4,13,reserve,"[4, 7, 6, 3, 9, 13]",13634.774569547295
4,14,main,"[4, 5, 14]",5880.197547887543
4,14,reserve,"[4, 7, 6, 3, 9, 13, 10, 14]",21218.39813886098
4,15,main,"[4, 5, 9, 16, 15]",12569.307790570696
4,15,reserve,"[4, 7, 6, 2, 15]",15064.878198137747
4,16,main,"[4, 5, 9, 16]",8261.884328019007
4,16,reserve,"[4, 7, 6, 2, 16]",11144.07802980788
4,17,main,"[4, 5, 13, 17]",19862.307500079944
4,17,reserve,"[4, 7, 6, 2, 17]",22348.576860006448
4,18,main,"[4, 5, 9, 16, 15, 21, 18]",19588.549507158237
4,18,reserve,"[4, 7, 6, 2, 17, 18]",22931.834969569132
4,19,main,"[4, 7, 6, 2, 20, 19]",22533.817000575815
4,19,reserve,"[4, 5, 13, 17, 19]",24025.091699299886
4,20,main,"[4, 7, 6, 2, 20]",21408.032936352985
4,20,reserve,"[4, 5, 13, 17, 20]",25142.526659169594
4,21,main,"[4, 5, 9, 16, 15, 21]",15452.160888184095
4,21,reserve,"[4, 7, 6, 2, 21]",17703.773678582085
4,22,main,"[4, 5, 13, 22]",17972.907942665053
4,22,reserve,"[4, 7, 6, 3, 9, 22]",21704.825548788864
4,23,main,"[4, 5, 13, 22, 23]",18840.600614089668
4,23,reserve,"[4, 7, 6, 3, 9, 22, 23]",22572.51822021348
4,24,main,"[4, 5, 13, 12, 24]",16901.53878743214
4,24,reserve,"[4, 7, 6, 3, 9, 22, 24]",24478.50969897108
5,6,main,"[5, 7, 6]",5173.636787805537
5,6,reserve,"[5, 8, 3, 6]",8024.5409447941665
5,7,main,"[5, 7]",4211.410654382737
5,7,reserve,"[5, 4, 7]",4570.446144370698
5,8,main,"[5, 8]",1672.4772271492845
5,8,reserve,"[5, 9, 8]",5599.067534365022
5,9,main,"[5, 9]",3632.4417673456046
5,9,reserve,"[5, 8, 9]",3639.102994168702
5,10,main,"[5, 14, 10]",7265.34853493878
5,10,reserve,"[5, 13, 10]",9036.834241893452
5,11,main,"[5, 13, 11]",7349.32733001414
5,11,reserve,"[5, 14, 11]",9709.10644293297
5,12,main,"[5, 13, 12]",7561.0560078177305
5,12,reserve,"[5, 14, 11, 12]",11182.274447615568
5,13,main,"[5, 13]",5597.42881859986
5,13,reserve,"[5, 8, 13]",6464.240401384103
5,14,main,"[5, 14]",3121.130388918687
5,14,reserve,"[5, 13, 10, 14]",13181.052387913547
5,15,main,"[5, 9, 16, 15]",9810.24063160184
5,15,reserve,"[5, 13, 15]",10740.576759057234
5,16,main,"[5, 9, 16]",5502.817169050152
5,16,reserve,"[5, 13, 16]",9126.894049296307
5,17,main,"[5, 13, 17]",17103.240341111086
5,17,reserve,"[5, 9, 16, 17]",17169.760439840396
5,18,main,"[5, 9, 16, 15, 21, 18]",16829.482348189384
5,18,reserve,"[5, 13, 17, 18]",17686.49845067377
5,19,main,"[5, 9, 2, 20, 19]",20248.86795286979
5,19,reserve,"[5, 13, 17, 19]",21266.02454033103
5,20,main,"[5, 9, 2, 20]",19123.08388864696
5,20,reserve,"[5, 13, 17, 20]",22383.459500200737
5,21,main,"[5, 9, 16, 15, 21]",12693.09372921524
5,21,reserve,"[5, 8, 3, 2, 21]",17400.73654831111
5,22,main,"[5, 13, 22]",15213.8407836962
5,22,reserve,"[5, 9, 22]",15961.305651265006
5,23,main,"[5, 13, 22, 23]",16081.533455120816
5,23,reserve,"[5, 14, 11, 12, 24, 23]",20084.558778212664
5,24,main,"[5, 13, 12, 24]",14142.471628463285
5,24,reserve,"[5, 9, 22, 24]",18734.989801447224
6,7,main,"[6, 7]",962.2261334227994
6,7,reserve,"[6, 0, 7]",2212.8182794418635
6,8,main,"[6, 3, 8]",6352.063717644881
6,8,reserve,"[6, 7, 5, 8]",6846.114014954822
6,9,main,"[6, 3, 9]",6602.356546044819
6,9,reserve,"[6, 2, 9]",7186.551627689228
6,10,main,"[6, 7, 5, 14, 10]",12438.985322744318
6,10,reserve,"[6, 3, 9, 13, 10]",14300.574874016243
6,11,main,"[6, 7, 5, 13, 11]",12522.964117819676
6,11,reserve,"[6, 3, 9, 22, 24, 12, 11]",29759.488205474583
6,12,main,"[6, 7, 5, 13, 12]",12734.692795623268
6,12,reserve,"[6, 3, 9, 22, 24, 12]",28286.32020079199
6,13,main,"[6, 7, 5, 13]",10771.065606405396
6,13,reserve,"[6, 3, 9, 13]",10861.169450722653
6,14,main,"[6, 7, 5, 14]",8294.767176724225
6,14,reserve,"[6, 3, 9, 13, 10, 14]",18444.793020036337
6,15,main,"[6, 2, 15]",12291.273079313107
6,15,reserve,"[6, 3, 9, 16, 15]",12780.155410301055
6,16,main,"[6, 2, 16]",8370.47291098324
6,16,reserve,"[6, 3, 9, 16]",8472.731947749367
6,17,main,"[6, 2, 17]",19574.97174118181
6,17,reserve,"[6, 3, 9, 16, 17]",20139.675218539614
6,18,main,"[6, 2, 21, 18]",19066.55717873159
6,18,reserve,"[6, 3, 9, 16, 17, 18]",20722.9333281023
6,19,main,"[6, 2, 20, 19]",19760.21188175118
6,19,reserve,"[6, 3, 9, 16, 17, 19]",24302.459417759557
6,20,main,"[6, 2, 20]",18634.427817528347
6,20,reserve,"[6, 3, 9, 16, 17, 20]",25419.894377629265
6,21,main,"[6, 2, 21]",14930.168559757447
6,21,reserve,"[6, 3, 9, 16, 15, 21]",15663.008507914456
6,22,main,"[6, 3, 9, 22]",18931.22042996422
6,22,reserve,"[6, 2, 21, 22]",19435.77838233681
6,23,main,"[6, 3, 9, 22, 23]",19798.913101388833
6,23,reserve,"[6, 7, 5, 13, 12, 24, 23]",21636.97712622037
6,24,main,"[6, 7, 5, 13, 12, 24]",19316.10841626882
6,24,reserve,"[6, 3, 9, 22, 24]",21704.904580146434
7,8,main,"[7, 5, 8]",5883.887881532022
7,8,reserve,"[7, 6, 3, 8]",7314.289851067682
7,9,main,"[7, 6, 3, 9]",7564.582679467619
7,9,reserve,"[7, 5, 9]",7843.852421728342
7,10,main,"[7, 5, 14, 10]",11476.75918932152
7,10,reserve,"[7, 6, 3, 9, 13, 10]",15262.801007439042
7,11,main,"[7, 5, 13, 11]",11560.737984396877
7,11,reserve,"[7, 6, 3, 9, 22, 24, 12, 11]",30721.714338897385
7,12,main,"[7, 5, 13, 12]",11772.46666220047
7,12,reserve,"[7, 6, 3, 9, 22, 24, 12]",29248.54633421479
7,13,main,"[7, 5, 13]",9808.839472982598
7,13,reserve,"[7, 6, 3, 9, 13]",11823.395584145452
7,14,main,"[7, 5, 14]",7332.541043301424
7,14,reserve,"[7, 6, 3, 9, 13, 10, 14]",19407.019153459136
7,15,main,"[7, 6, 2, 15]",13253.499212735906
7,15,reserve,"[7, 5, 9, 16, 15]",14021.651285984577
7,16,main,"[7, 6, 2, 16]",9332.699044406041
7,16,reserve,"[7, 5, 9, 16]",9714.22782343289
7,17,main,"[7, 6, 2, 17]",20537.197874604608
7,17,reserve,"[7, 5, 13, 17]",21314.65099549383
7,18,main,"[7, 6, 2, 21, 18]",20028.783312154388
7,18,reserve,"[7, 5, 13, 17, 18]",21897.90910505651
7,19,main,"[7, 6, 2, 20, 19]",20722.43801517398
7,19,reserve,"[7, 5, 13, 17, 19]",25477.435194713773
7,20,main,"[7, 6, 2, 20]",19596.653950951146
7,20,reserve,"[7, 5, 13, 17, 20]",26594.870154583477
7,21,main,"[7, 6, 2, 21]",15892.394693180246
7,21,reserve,"[7, 5, 9, 16, 15, 21]",16904.504383597978
7,22,main,"[7, 5, 13, 22]",19425.25143807894
7,22,reserve,"[7, 6, 3, 9, 22]",19893.44656338702
7,23,main,"[7, 5, 13, 22, 23]",20292.94410950355
7,23,reserve,"[7, 6, 3, 9, 22, 23]",20761.139234811635
7,24,main,"[7, 5, 13, 12, 24]",18353.88228284602
7,24,reserve,"[7, 6, 3, 9, 22, 24]",22667.130713569237
8,9,main,"[8, 9]",1966.6257670194175
8,9,reserve,"[8, 5, 9]",5304.918994494889
8,10,main,"[8, 13, 10]",8231.168597528409
8,10,reserve,"[8, 5, 14, 10]",8937.825762088065
8,11,main,"[8, 13, 11]",6543.661685649097
8,11,reserve,"[8, 5, 14, 11]",11381.583670082257
8,12,main,"[8, 13, 12]",6755.390363452689
8,12,reserve,"[8, 5, 14, 11, 12]",12854.751674764851
8,13,main,"[8, 13]",4791.7631742348185
8,13,reserve,"[8, 9, 13]",6225.43867169725
8,14,main,"[8, 5, 14]",4793.607616067971
8,14,reserve,"[8, 13, 10, 14]",12375.386743548503
8,15,main,"[8, 9, 16, 15]",8144.424631275654
8,15,reserve,"[8, 13, 15]",9934.911114692191
8,16,main,"[8, 9, 16]",3837.001168723965
8,16,reserve,"[8, 13, 16]",8321.228404931264
8,17,main,"[8, 9, 16, 17]",15503.94443951421
8,17,reserve,"[8, 13, 17]",16297.574696746047
8,18,main,"[8, 9, 16, 15, 21, 18]",15163.666347863194
8,18,reserve,"[8, 13, 17, 18]",16880.832806308732
8,19,main,"[8, 9, 2, 20, 19]",18583.051952543607
8,19,reserve,"[8, 13, 17, 19]",20460.35889596599
8,20,main,"[8, 9, 2, 20]",17457.267888320774
8,20,reserve,"[8, 13, 17, 20]",21577.7938558357
8,21,main,"[8, 9, 16, 15, 21]",11027.277728889052
8,21,reserve,"[8, 3, 2, 21]",15728.259321161826
8,22,main,"[8, 9, 22]",14295.48965093882
8,22,reserve,"[8, 13, 22]",14408.175139331157
8,23,main,"[8, 9, 22, 23]",15163.182322363433
8,23,reserve,"[8, 13, 12, 24, 23]",15657.674694049787
8,24,main,"[8, 13, 12, 24]",13336.80598409824
8,24,reserve,"[8, 9, 22, 24]",17069.173801121036
9,10,main,"[9, 13, 10]",7698.2183279714245
9,10,reserve,"[9, 5, 14, 10]",10897.790302284384
9,11,main,"[9, 13, 11]",6010.711416092112
9,11,reserve,"[9, 5, 14, 11]",13341.548210278575
9,12,main,"[9, 13, 12]",6222.440093895704
9,12,reserve,"[9, 5, 14, 11, 12]",14814.71621496117
9,13,main,"[9, 13]",4258.812904677833
9,13,reserve,"[9, 16, 13]",5399.840632400994
9,14,main,"[9, 5, 14]",6753.572156264291
9,14,reserve,"[9, 13, 10, 14]",11842.436473991518
9,15,main,"[9, 16, 15]",6177.798864256237
9,15,reserve,"[9, 2, 15]",9147.487383086116
9,16,main,"[9, 16]",1870.3754017045474
9,16,reserve,"[9, 2, 16]",5226.687214756252
9,17,main,"[9, 16, 17]",13537.318672494792
9,17,reserve,"[9, 22, 17]",15029.431225703624
9,18,main,"[9, 16, 15, 21, 18]",13197.040580843777
9,18,reserve,"[9, 22, 17, 18]",15612.689335266308
9,19,main,"[9, 2, 20, 19]",16616.42618552419
9,19,reserve,"[9, 16, 17, 19]",17700.102871714735
9,20,main,"[9, 2, 20]",15490.642121301356
9,20,reserve,"[9, 16, 17, 20]",18817.53783158444
9,21,main,"[9, 16, 15, 21]",9060.651961869635
9,21,reserve,"[9, 2, 21]",11786.382863530456
9,22,main,"[9, 22]",12328.863883919403
9,22,reserve,"[9, 16, 15, 21, 22]",13566.261784449001
9,23,main,"[9, 22, 23]",13196.556555344017
9,23,reserve,"[9, 13, 12, 24, 23]",15124.724424492802
9,24,main,"[9, 13, 12, 24]",12803.855714541258
9,24,reserve,"[9, 22, 24]",15102.548034101621
10,11,main,"[10, 11]",2465.050656588419
10,11,reserve,"[10, 13, 11]",5191.303934707871
10,12,main,"[10, 11, 12]",3938.218661271014
10,12,reserve,"[10, 13, 12]",5403.0326125114625
10,13,main,"[10, 13]",3439.4054232935914
10,13,reserve,"[10, 11, 13]",4216.949168002699
10,14,main,"[10, 14]",4144.218146020094
10,14,reserve,"[10, 11, 14]",9053.026710602704
10,15,main,"[10, 13, 15]",8582.553363750965
10,15,reserve,"[10, 14, 5, 9, 16, 15]",17075.58916654062
10,16,main,"[10, 13, 16]",6968.870653990038
10,16,reserve,"[10, 14, 5, 9, 16]",12768.16570398893
10,17,main,"[10, 13, 17]",14945.21694580482
10,17,reserve,"[10, 11, 12, 24, 22, 17]",15993.885773883005
10,18,main,"[10, 13, 17, 18]",15528.475055367504
10,18,reserve,"[10, 11, 12, 24, 22, 21, 18]",21935.316873652293
10,19,main,"[10, 13, 17, 19]",19108.001145024762
10,19,reserve,"[10, 14, 5, 9, 2, 20, 19]",27514.21648780857
10,20,main,"[10, 13, 17, 20]",20225.43610489447
10,20,reserve,"[10, 14, 5, 9, 2, 20]",26388.43242358574
10,21,main,"[10, 13, 15, 21]",11465.406461364366
10,21,reserve,"[10, 11, 12, 24, 22, 21]",17798.928254678147
10,22,main,"[10, 13, 22]",13055.817388389933
10,22,reserve,"[10, 11, 12, 24, 22]",13293.318432098784
10,23,main,"[10, 11, 12, 24, 23]",12840.502991868112
10,23,reserve,"[10, 13, 22, 23]",13923.510059814547
10,24,main,"[10, 11, 12, 24]",10519.634281916566
10,24,reserve,"[10, 13, 22, 24]",15829.501538572149
11,12,main,"[11, 12]",1473.1680046825952
11,12,reserve,"[11, 13, 12]",3715.525700632151
11,13,main,"[11, 13]",1751.8985114142795
11,13,reserve,"[11, 12, 13]",3436.7951939004665
11,14,main,"[11, 14]",6587.976054014285
11,14,reserve,"[11, 10, 14]",6609.268802608512
11,15,main,"[11, 13, 15]",6895.046451871654
11,15,reserve,"[11, 12, 24, 22, 21, 15]",18216.730695703132
11,16,main,"[11, 13, 16]",5281.363742110726
11,16,reserve,"[11, 14, 5, 9, 16]",15211.923611983122
11,17,main,"[11, 13, 17]",13257.710033925508
11,17,reserve,"[11, 12, 24, 22, 17]",13528.835117294588
11,18,main,"[11, 13, 17, 18]",13840.968143488191
11,18,reserve,"[11, 12, 24, 22, 21, 18]",19470.266217063876
11,19,main,"[11, 13, 17, 19]",17420.49423314545
11,19,reserve,"[11, 14, 5, 9, 2, 20, 19]",29957.97439580276
11,20,main,"[11, 13, 17, 20]",18537.929193015156
11,20,reserve,"[11, 14, 5, 9, 2, 20]",28832.19033157993
11,21,main,"[11, 13, 15, 21]",9777.899549485053
11,21,reserve,"[11, 12, 24, 22, 21]",15333.877598089732
11,22,main,"[11, 12, 24, 22]",10828.267775510367
11,22,reserve,"[11, 13, 22]",11368.31047651062
11,23,main,"[11, 12, 24, 23]",10375.452335279695
11,23,reserve,"[11, 13, 22, 23]",12236.003147935233
11,24,main,"[11, 12, 24]",8054.5836253281495
11,24,reserve,"[11, 13, 22, 24]",14141.994626692838
12,13,main,"[12, 13]",1963.6271892178709
12,13,reserve,"[12, 11, 13]",3225.0665160968747
12,14,main,"[12, 11, 14]",8061.14405869688
12,14,reserve,"[12, 13, 10, 14]",9547.250758531556
12,15,main,"[12, 13, 15]",7106.775129675245
12,15,reserve,"[12, 24, 22, 21, 15]",16743.562691020536
12,16,main,"[12, 13, 16]",5493.092419914316
12,16,reserve,"[12, 11, 14, 5, 9, 16]",16685.09161666572
12,17,main,"[12, 24, 22, 17]",12055.667112611993
12,17,reserve,"[12, 13, 17]",13469.4387117291
12,18,main,"[12, 24, 22, 17, 18]",12638.925222174676
12,18,reserve,"[12, 13, 15, 21, 18]",14126.016846262786
12,19,main,"[12, 24, 22, 17, 19]",16218.451311831936
12,19,reserve,"[12, 13, 9, 2, 20, 19]",22838.866279419894
12,20,main,"[12, 24, 22, 17, 20]",17335.886271701638
12,20,reserve,"[12, 13, 9, 2, 20]",21713.08221519706
12,21,main,"[12, 13, 15, 21]",9989.628227288644
12,21,reserve,"[12, 24, 22, 21]",13860.709593407135
12,22,main,"[12, 24, 22]",9355.099770827772
12,22,reserve,"[12, 13, 22]",11580.03915431421
12,23,main,"[12, 24, 23]",8902.284330597098
12,23,reserve,"[12, 13, 22, 23]",12447.731825738825
12,24,main,"[12, 24]",6581.415620645554
12,24,reserve,"[12, 13, 22, 24]",14353.723304496429
13,14,main,"[13, 10, 14]",7583.623569313686
13,14,reserve,"[13, 11, 14]",8339.874565428565
13,15,main,"[13, 15]",5143.147940457374
13,15,reserve,"[13, 16, 15]",7836.888693248135
13,16,main,"[13, 16]",3529.465230696446
